"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000211213251788761,-0.439016660720301,0.451,0.506,1,"0","COX6A1"
0.000211603511422001,0.400687869215124,0.163,0.115,1,"0","TMC8"
0.000214493458276114,-0.360873351675978,0.156,0.218,1,"0","TMEM160"
0.000222687559635088,-0.746836699628625,0.06,0.101,1,"0","MAD2L2"
0.000223771100350516,0.318809516510861,0.203,0.144,1,"0","DGCR6L"
0.000224942905234246,-0.357643139403926,0.209,0.28,1,"0","ANAPC11"
0.000228535965485984,-0.690077446869605,0.073,0.117,1,"0","ZNF511"
0.000247301995256529,-0.404563420231801,0.322,0.385,1,"0","PSMB10"
0.000248211152749841,-0.526594623156753,0.115,0.168,1,"0","RNF149"
0.000250476207295472,-0.584215770455548,0.244,0.301,1,"0","SCP2"
0.000252758084315873,0.56743468744806,0.155,0.112,1,"0","CNIH1"
0.000257352870332547,-0.693061525083836,0.075,0.113,1,"0","SIPA1"
0.000265769252493356,0.257971891290458,0.407,0.339,1,"0","DAD1"
0.000273203089768646,0.389192278897916,0.245,0.19,1,"0","MPHOSPH8"
0.000273582763137953,0.517486894112129,0.205,0.16,1,"0","NUCKS1"
0.0002888791903451,0.379142920105777,0.217,0.16,1,"0","TAGAP"
0.00029810751417717,0.435780977553916,0.262,0.213,1,"0","IK"
0.000299432677302719,-0.383375149935355,0.313,0.38,1,"0","UQCR10"
0.000301102472764515,-0.415660672118322,0.21,0.266,1,"0","PDIA6"
0.000301751594593041,0.486920199598208,0.124,0.082,1,"0","NOP58"
0.000302793044481757,0.406225926801056,0.221,0.168,1,"0","MATR3"
0.000302958588025101,-0.679640691680737,0.063,0.106,1,"0","NQO2"
0.000303743159877824,0.545879596878123,0.245,0.193,1,"0","HAX1"
0.000330178366655717,0.3344564150652,0.261,0.201,1,"0","HMHA1"
0.000331599276483574,-0.516386760246141,0.126,0.18,1,"0","SPINT2"
0.000332714201349136,0.602748771183377,0.116,0.075,1,"0","HTATSF1"
0.000335350360238259,-0.703331847068112,0.069,0.112,1,"0","ZNF524"
0.00034457923948593,-0.462536135253651,0.233,0.291,1,"0","CHMP2A"
0.000359979091174183,-0.619904620489784,0.179,0.238,1,"0","RTFDC1"
0.000362646854671565,-0.745273986086365,0.081,0.123,1,"0","RRP7A"
0.000374298372245444,-0.794831919974706,0.129,0.18,1,"0","DNAJC7"
0.000379343095355436,-0.544002108588155,0.256,0.309,1,"0","PPP1R18"
0.000380479976732024,0.426676817972133,0.491,0.428,1,"0","ARL6IP5"
0.000390917397743251,0.429095182950053,0.199,0.143,1,"0","H1FX"
0.000394154528490092,-0.813714674709674,0.097,0.141,1,"0","TPGS1"
0.000411927089995575,-0.404893834941939,0.126,0.177,1,"0","VIMP"
0.00043337688097599,-0.590069816349033,0.074,0.117,1,"0","ABTB1"
0.000434060881430286,-0.601194508887374,0.081,0.128,1,"0","MRPS11"
0.000434439806844156,-0.558609701178394,0.149,0.2,1,"0","POLR2F"
0.000445573089535688,0.494136629863783,0.179,0.132,1,"0","MAT2B"
0.000458034402563741,1.1479897623281,0.123,0.083,1,"0","MRPS33"
0.000461605381220474,0.5742399454469,0.138,0.097,1,"0","SLC25A39"
0.000466415853065159,0.268621857338062,0.243,0.189,1,"0","EIF2S3"
0.000478215544589201,0.506123214690428,0.21,0.159,1,"0","HNRNPH3"
0.000480266450411494,0.513189807176734,0.237,0.183,1,"0","STK4"
0.00048612860583757,-0.627244745715894,0.083,0.129,1,"0","KDELR1"
0.00048736127098242,0.626580143070448,0.119,0.081,1,"0","PCID2"
0.000495368553044423,-0.503847922923234,0.144,0.2,1,"0","ZFAND5"
0.000500209509452228,0.461143559014048,0.345,0.289,1,"0","RBMX"
0.000504190615653047,-0.457219926228185,0.338,0.386,1,"0","RAP1B"
0.000518861955184487,-0.455978381613423,0.149,0.206,1,"0","LRPAP1"
0.000531962146285915,0.657412460218776,0.125,0.088,1,"0","ZFAND2B"
0.000547447060691723,0.41161981103647,0.287,0.229,1,"0","SEPW1"
0.000551834589564118,-0.587748929260485,0.117,0.164,1,"0","HADHB"
0.000555401215868738,-0.441240472156408,0.187,0.24,1,"0","RCSD1"
0.000563174088396676,0.726807357994333,0.178,0.132,1,"0","TAF1D"
0.000584128059826547,-0.85353540180768,0.068,0.105,1,"0","NFYC"
0.000586295675136107,0.667503954013885,0.132,0.09,1,"0","ARID5B"
0.000618500772960818,-0.268871195715734,0.098,0.143,1,"0","CARHSP1"
0.000630289223729116,-0.614096355236094,0.174,0.231,1,"0","MRPL51"
0.000641308355668713,-0.766679073066469,0.092,0.132,1,"0","PSTPIP1"
0.000652745767172281,-0.318490756545182,0.243,0.301,1,"0","TMEM219"
0.000666988738423452,-0.731822684511788,0.071,0.111,1,"0","NUDT22"
0.000683813081109759,-0.677133477680587,0.072,0.114,1,"0","ZSWIM7"
0.000711451325313771,-0.735906525124827,0.074,0.112,1,"0","GBAS"
0.000767505751756544,-0.436666913767316,0.192,0.246,1,"0","CHMP5"
0.000797126667716413,0.579505160742653,0.152,0.111,1,"0","TMEM261"
0.000797478639518969,-0.440775111260931,0.529,0.558,1,"0","GPX4"
0.0008083563679554,0.537327606055986,0.225,0.173,1,"0","GIMAP2"
0.000819193306952334,-0.545750559693335,0.099,0.143,1,"0","UBE2E3"
0.00082587494659186,-0.329789895549927,0.545,0.588,1,"0","UQCR11.1"
0.000832832170750348,-0.680748989102668,0.099,0.141,1,"0","CCDC23"
0.000836809327216125,0.574773689808647,0.126,0.087,1,"0","BCLAF1"
0.000837325533169194,-0.431082994850139,0.185,0.244,1,"0","MX1"
0.000847000635621916,-0.595121989192734,0.071,0.113,1,"0","ACO2"
0.000855550828858898,-0.572684015681719,0.103,0.148,1,"0","FDFT1"
0.000868012472014408,-0.552448135307165,0.114,0.159,1,"0","EMC6"
0.000882835316262809,-0.479707483615069,0.346,0.398,1,"0","GHITM"
0.000897260272161899,-0.497265322250158,0.093,0.139,1,"0","TIMM17B"
0.000903209369810848,0.99936974997107,0.127,0.091,1,"0","NUDT16L1"
0.000944023737421484,-0.597839395580428,0.074,0.117,1,"0","DNAJB11"
0.000948817724991089,-0.585097327552984,0.127,0.175,1,"0","H2AFJ"
0.000967007123164481,0.470661365330791,0.226,0.179,1,"0","TRAM1"
0.000968481010758575,-0.564820226222085,0.138,0.187,1,"0","AKAP13"
0.000973266513439092,-0.508436712162285,0.12,0.171,1,"0","TXNL4A"
0.000998953803713335,-0.534730506183493,0.082,0.128,1,"0","HEXB"
0.00104088929627658,0.633678846071984,0.168,0.122,1,"0","SF3B1"
0.00105186333210643,0.414981092471813,0.195,0.15,1,"0","BLOC1S4"
0.00106847437390486,-0.581121188499541,0.08,0.124,1,"0","SEC13"
0.00108075402648449,-0.380768825736486,0.246,0.303,1,"0","MTDH"
0.00109867834017315,0.611544383018555,0.144,0.107,1,"0","AMD1"
0.00111318055740729,0.359557883626741,0.103,0.066,1,"0","ACTR1B"
0.0011201270672813,0.462591762696532,0.129,0.086,1,"0","ORMDL3"
0.00112261119882853,-0.463413771490365,0.143,0.196,1,"0","CMTM6"
0.00112334831772167,0.59200485034946,0.1,0.063,1,"0","MEI1"
0.00115545317973596,0.471797305308627,0.144,0.105,1,"0","METTL5"
0.00120608092489991,-0.674044112151381,0.086,0.124,1,"0","SPCS3"
0.00125314094706163,-0.436220386586766,0.191,0.244,1,"0","DPP7"
0.00126793370368252,-0.323084956522986,0.417,0.47,1,"0","UBL5"
0.00130022103484019,-0.617677437729104,0.069,0.11,1,"0","ACTR1A"
0.00130666936220989,-0.713966564893755,0.091,0.128,1,"0","MIF4GD"
0.00131522363923802,0.559222084491252,0.129,0.092,1,"0","GRAMD1A"
0.00131670029133592,-0.726058447848942,0.067,0.1,1,"0","MAP2K2"
0.00135069348982215,0.697038626407488,0.121,0.088,1,"0","PTGER4"
0.00135116684822349,-0.332966757943238,0.152,0.206,1,"0","PSMB4"
0.00138587431024912,0.318072253032448,0.209,0.162,1,"0","PDCD4"
0.00147597355943467,0.48855410780685,0.121,0.082,1,"0","FOXN3"
0.00150330584086769,-0.720857857632764,0.104,0.149,1,"0","COMMD3"
0.00156186759104918,-0.517275890630859,0.076,0.119,1,"0","STAT6"
0.00158475056025891,0.422861072255612,0.271,0.226,1,"0","KHDRBS1"
0.00160075679259297,-0.611111950328965,0.104,0.143,1,"0","EMC3"
0.00162501962150893,-0.509714836114925,0.097,0.141,1,"0","PKN1"
0.00165029268912007,-0.399858932518784,0.259,0.317,1,"0","MRPL23"
0.00166828764311177,0.413992423620089,0.141,0.1,1,"0","CNOT7"
0.00167814088944895,0.597145424031565,0.1,0.067,1,"0","MT1X"
0.00169065451337944,-0.305308054635777,0.097,0.138,1,"0","COQ7"
0.00170029091739676,0.575684109458865,0.112,0.075,1,"0","PRPS1"
0.00170455841519406,-0.75257969338199,0.085,0.128,1,"0","SH3BP1"
0.00174187150852128,-0.518030059448712,0.219,0.273,1,"0","CCDC12"
0.00174469835868532,-0.463408295359307,0.176,0.228,1,"0","APH1A"
0.00182509791535808,0.484317900641781,0.131,0.094,1,"0","UBALD2"
0.00183818117629077,-0.431348587464954,0.16,0.21,1,"0","CCT5"
0.00185646927740303,-0.47668739357111,0.151,0.195,1,"0","NAA10"
0.00188112723461496,-0.527636048568731,0.097,0.141,1,"0","RAB4A"
0.00188119918255698,0.331235554759755,0.19,0.143,1,"0","SLC3A2"
0.00188749278884005,0.561888219372163,0.108,0.075,1,"0","LINC00116"
0.00191841218428175,-0.629784104828837,0.065,0.1,1,"0","MED8"
0.00194463623488875,-0.44225602200787,0.191,0.236,1,"0","VDAC1"
0.001945679833023,0.59527858448714,0.102,0.07,1,"0","MTF2"
0.00201099471938581,-0.588855888779868,0.104,0.15,1,"0","CALCOCO2"
0.00201901267380283,0.481656538824428,0.269,0.219,1,"0","TMEM14B"
0.00205020563296476,-0.423331554347212,0.17,0.221,1,"0","EZR"
0.00205997680649425,-0.57157256136889,0.079,0.119,1,"0","HNRNPH2"
0.00209549735403937,-0.581645550455862,0.08,0.122,1,"0","CTNNBL1"
0.00211427965329248,-0.494989782624743,0.108,0.151,1,"0","NAPA"
0.00212417123583918,-0.468641025968464,0.105,0.15,1,"0","ASNA1"
0.00212758675817378,-0.540968478257011,0.121,0.164,1,"0","GNAI3"
0.00213008158520105,-0.546601736209005,0.218,0.27,1,"0","RPS19BP1"
0.00215086455825307,-0.648029736534402,0.065,0.103,1,"0","MRPL12"
0.00222135659019177,0.656074667060425,0.166,0.123,1,"0","ITGB7"
0.0022300351732564,-0.537912494779313,0.164,0.214,1,"0","EIF1B"
0.00224221219415628,-0.478810202693124,0.097,0.143,1,"0","TADA3"
0.0022532736268782,0.581426970427054,0.152,0.115,1,"0","RBMS1"
0.00226573197750963,-0.349810084327385,0.225,0.279,1,"0","TCF25"
0.00227891133041773,-0.509662307518763,0.138,0.188,1,"0","ITGB1BP1"
0.00229708325561366,-0.602450217973118,0.103,0.143,1,"0","CAPN1"
0.00230146787250075,-0.347705783566899,0.269,0.325,1,"0","MDH2"
0.00239268474669857,-0.311641640290831,0.174,0.232,1,"0","MT-ND3"
0.00247716849206901,-0.583621895784447,0.071,0.107,1,"0","OAS2"
0.00250718794665331,-0.394294749587079,0.109,0.149,1,"0","GRHPR"
0.00251305423015626,-0.486233846720846,0.421,0.443,1,"0","TUBA1B"
0.00253033769732343,-0.318158133063735,0.186,0.24,1,"0","CKLF"
0.0026698324530439,0.265592909700754,0.379,0.325,1,"0","CNN2"
0.00267048492964768,0.29516151967406,0.317,0.27,1,"0","PSMC5"
0.00267192397200398,0.311586546342831,0.195,0.151,1,"0","C19orf66"
0.00274548594060654,-0.451011851050726,0.119,0.165,1,"0","SDF2L1"
0.00275073627231478,0.475514699675863,0.209,0.163,1,"0","RPA2"
0.00277709739454513,-0.533816539666271,0.116,0.16,1,"0","SET"
0.00278473465845044,-0.520457628912277,0.155,0.197,1,"0","IFI16"
0.00280318842003878,-0.610179879261672,0.167,0.212,1,"0","TMEM9B"
0.00282745393230915,-0.550206547576394,0.262,0.316,1,"0","TMBIM4.1"
0.0028401194314068,-0.488389302660229,0.185,0.229,1,"0","HADHA"
0.00287844413873386,0.53652269694698,0.109,0.077,1,"0","ST3GAL1"
0.0029125473298886,-0.288298933910925,0.349,0.396,1,"0","CDC42"
0.00291773444019627,-0.270651562521532,0.18,0.232,1,"0","RBCK1"
0.00292934695731743,-0.378855217691152,0.168,0.218,1,"0","COPZ1"
0.00296040692646018,-0.563830185592259,0.09,0.129,1,"0","C9orf89"
0.00296343744091983,0.778385152980835,0.116,0.083,1,"0","EXOSC8"
0.00296951944917355,0.517428730640997,0.102,0.068,1,"0","MRPS31"
0.0029843227042158,-0.515396826839628,0.109,0.149,1,"0","PTRHD1"
0.00300653908237782,0.501192919480105,0.116,0.084,1,"0","G3BP1"
0.00302037289194023,-0.627969228898758,0.103,0.141,1,"0","CCDC69"
0.0033012242961286,0.406762132398202,0.185,0.147,1,"0","CYTH1"
0.00330376048029515,0.403008128284963,0.306,0.257,1,"0","FBL"
0.00333753353607973,0.321685745168276,0.202,0.154,1,"0","N4BP2L2"
0.00334599767845421,0.519999528107941,0.185,0.149,1,"0","IMPDH2"
0.00337775553333753,-0.316364567271414,0.192,0.241,1,"0","C19orf10"
0.00339828205011969,-0.529799173091504,0.079,0.117,1,"0","CCS"
0.00341826888646404,0.59866925596605,0.152,0.117,1,"0","NKTR"
0.00356527440450788,-1.13206201140074,0.091,0.125,1,"0","ECHDC1"
0.00358833179826807,-0.491916354250521,0.13,0.174,1,"0","WBP2"
0.00361613110022033,-0.439879826466971,0.234,0.283,1,"0","CHMP1B"
0.00368608523487306,0.294172391387075,0.173,0.125,1,"0","IFRD1"
0.00373183517423737,-0.60056457319874,0.068,0.101,1,"0","PLD3"
0.00376941046891956,-0.408712879627713,0.14,0.188,1,"0","NDUFS3"
0.00382108405414862,-0.626831808217825,0.164,0.199,1,"0","LYAR"
0.00388922078489641,0.609773990850912,0.174,0.137,1,"0","CCT2"
0.00391692342618446,-0.680114804542477,0.135,0.171,1,"0","ARL4A"
0.00393550445958505,0.255666507269149,0.252,0.206,1,"0","SIGIRR"
0.00395102969790179,0.385865363383782,0.196,0.16,1,"0","DAP3"
0.00396211697319828,0.371503403796641,0.114,0.076,1,"0","TNRC6B"
0.00396626328795553,-0.667225819249129,0.144,0.184,1,"0","PLEKHJ1"
0.00397962275770126,0.546681758369312,0.103,0.072,1,"0","RASSF7"
0.00402739047678609,0.462236385914836,0.137,0.103,1,"0","LSM5"
0.00403198114000103,-0.359072142478941,0.15,0.197,1,"0","NMI"
0.00403871774245783,-0.387578464005687,0.326,0.369,1,"0","NDUFB2"
0.00404695688085931,-0.350505999542056,0.114,0.16,1,"0","C11orf48"
0.00413863675467033,0.400670543278163,0.138,0.1,1,"0","SS18L2"
0.00424649870683544,0.504703674465643,0.122,0.091,1,"0","RAD21"
0.00433346752822073,-0.519263060299394,0.08,0.117,1,"0","ATP2B1"
0.00435910118136663,0.426089913459009,0.193,0.153,1,"0","NDUFA5"
0.00436565616241931,-0.597783099211056,0.083,0.118,1,"0","WIPI2"
0.0044168254243339,-0.713627472115222,0.081,0.116,1,"0","YIPF3"
0.00444294975982284,-0.337092485416746,0.19,0.238,1,"0","SDHC"
0.00447314508634994,-0.620601777886595,0.069,0.1,1,"0","SSSCA1"
0.0045102078349378,-0.387227949928405,0.084,0.12,1,"0","USF2"
0.0046667939666085,-0.482112355075964,0.122,0.164,1,"0","MPG"
0.00469670085798299,0.300485601371786,0.187,0.152,1,"0","EIF2A"
0.00471330361648288,-0.374428653108661,0.238,0.284,1,"0","FAM96B"
0.00473370338513365,0.328679203730225,0.188,0.148,1,"0","EPC1"
0.00486493534125037,0.35420067317886,0.148,0.111,1,"0","POLR2C"
0.00495080198233338,-0.489554796658033,0.078,0.117,1,"0","YIF1A"
0.00496144132857871,0.47478142430843,0.103,0.072,1,"0","CLDND1"
0.00496621608402259,-0.459013171985035,0.149,0.192,1,"0","CAPZA1"
0.00505916284500002,-0.509210543865509,0.072,0.109,1,"0","TMEM167A"
0.00508108877514741,-0.83041899666175,0.104,0.14,1,"0","CDC42EP3"
0.00509557152179713,0.531870448417738,0.123,0.094,1,"0","DNPH1"
0.00536400153670511,0.414182688959208,0.132,0.099,1,"0","ZC3HAV1"
0.00537444020514336,-0.377586655812389,0.631,0.655,1,"0","RBM3"
0.00556013641452337,0.357883214203032,0.135,0.099,1,"0","NUDCD2"
0.00565455984003227,-0.577518904452205,0.079,0.11,1,"0","FLOT2"
0.00572586107804329,0.672918162717189,0.102,0.077,1,"0","FAM104A"
0.00576663334572593,0.496499400543301,0.104,0.074,1,"0","MOAP1"
0.00588636892307056,-0.403184442949094,0.241,0.282,1,"0","WDR1"
0.00592136292147605,-0.257115134549246,0.303,0.358,1,"0","NDUFA1"
0.00608470514974443,-0.386742433833329,0.105,0.147,1,"0","SLC25A11"
0.00632010870179097,-0.477323276849149,0.109,0.145,1,"0","EXOSC1"
0.00636386312844175,-0.628764105659732,0.173,0.217,1,"0","PFDN2"
0.0063666265584807,-0.475037527936123,0.093,0.129,1,"0","PAK2"
0.00644636172166561,-0.378254846299861,0.07,0.109,1,"0","ARF3"
0.00645112686976907,-0.328521119371475,0.497,0.515,1,"0","CD99"
0.00650699745911294,0.259951300392906,0.256,0.216,1,"0","SSB"
0.0067177622626096,-0.51595595042217,0.115,0.155,1,"0","SCAMP2"
0.00676956114432496,-0.653996879239181,0.098,0.136,1,"0","MLX"
0.00684803484878084,-0.362863098418554,0.262,0.304,1,"0","IRF1"
0.00687474601543478,0.547017005969459,0.145,0.111,1,"0","ANKRD44"
0.00696045417318472,-0.81520979763976,0.073,0.105,1,"0","DIAPH1"
0.00746173959998356,0.394813499615264,0.413,0.365,1,"0","SMDT1"
0.0075413940874547,-0.408209138143926,0.119,0.16,1,"0","MLF2"
0.007661899129528,0.451909188524672,0.134,0.106,1,"0","GLG1"
0.00793877604770538,0.575975554530515,0.115,0.086,1,"0","TIMM9"
0.00797223345314944,-0.3143046483074,0.179,0.226,1,"0","OXA1L"
0.00808786448825119,0.494031722658346,0.153,0.128,1,"0","STAT1"
0.00818190931629072,0.697433687280999,0.118,0.095,1,"0","RGS1"
0.0082382042437059,-0.385815106431546,0.09,0.128,1,"0","ITGAE"
0.00828149571104258,-0.484434610967478,0.112,0.145,1,"0","DOCK8"
0.00838753431382591,-0.286840387192606,0.126,0.17,1,"0","CANX"
0.00839273367352936,-0.401861581234752,0.157,0.197,1,"0","SNRPD3"
0.00861147910073442,0.626316758215028,0.155,0.122,1,"0","PITHD1"
0.00890114474626673,-0.344594763803413,0.115,0.157,1,"0","FKBP2"
0.00902394727595879,-0.517674758964087,0.33,0.363,1,"0","SNRPB"
0.00904621405673121,-0.656204057601467,0.097,0.13,1,"0","FLOT1"
0.00919368471393836,-0.923632092232069,0.109,0.125,1,"0","SAMD3"
0.00921901544323673,0.290887125930781,0.21,0.172,1,"0","GRK6"
0.00945122523652651,0.259127034705031,0.189,0.149,1,"0","SNRPF"
0.00953037070334562,0.255215792184939,0.223,0.181,1,"0","DSTN"
0.0096009668420229,0.497373988378368,0.126,0.1,1,"0","R3HDM4"
0.0098524984837529,-0.279628251694728,0.255,0.306,1,"0","ATP5EP2"
0.00994725244658808,-0.571230899648106,0.075,0.105,1,"0","SLC44A2"
0,6.07919549730169,0.994,0.219,0,"1","S100A9"
0,3.25581170590895,0.994,0.268,0,"1","TYROBP"
0,3.10634004680316,0.992,0.269,0,"1","CST3"
0,2.78249586533152,0.977,0.369,0,"1","LGALS1"
0,4.64183417945604,1,0.519,0,"1","LYZ"
0,2.11732994408394,0.994,0.737,0,"1","S100A6"
0,1.70052120588785,1,0.772,0,"1","S100A4"
0,2.24796596156158,1,0.988,0,"1","FTH1"
0,2.60326232006826,1,0.988,0,"1","FTL"
3.20010112734473e-306,-4.25022737543346,0.105,0.759,4.38861868604057e-302,"1","PTPRCAP"
5.76812884545276e-276,2.53861006319247,0.958,0.248,7.91041189865391e-272,"1","AIF1"
2.1546150498302e-267,2.32716665323222,0.958,0.225,2.95483907933713e-263,"1","LST1"
1.30242519525592e-262,3.99684443782467,0.951,0.153,1.78614591277397e-258,"1","FCN1"
1.66036337902154e-261,6.5777728882404,0.973,0.125,2.27702233799014e-257,"1","S100A8"
5.62626523989365e-251,-4.40691489542147,0.11,0.65,7.71586014999015e-247,"1","IL32"
9.89285783138402e-245,1.47680395662886,0.996,0.894,1.356706522996e-240,"1","OAZ1"
1.92060613656873e-228,-3.85877433471429,0.236,0.805,2.63391925569035e-224,"1","LTB"
2.18818551667098e-224,-4.05877773614179,0.097,0.613,3.00087761756258e-220,"1","CD3D"
8.16216317044902e-221,2.04662079203888,0.939,0.232,1.11935905719538e-216,"1","FCER1G"
4.09431323890914e-217,-1.6356141171673,1,1,5.61494117583999e-213,"1","MALAT1"
1.10166694076443e-215,1.76844037986733,0.973,0.556,1.51082604256434e-211,"1","COTL1"
3.02817546801626e-204,2.38431054753973,0.945,0.43,4.1528398368375e-200,"1","CTSS"
8.49441229889961e-196,2.02575938128972,0.964,0.51,1.16492370267109e-191,"1","SAT1"
4.01893418343312e-195,2.83726170653358,0.935,0.357,5.51156633916019e-191,"1","GSTP1"
4.72424337360907e-195,3.07899554513385,0.916,0.226,6.47882736256747e-191,"1","TYMP"
6.55733323444467e-194,5.27230472691799,0.897,0.064,8.99272679771742e-190,"1","LGALS2"
9.73600091777474e-189,2.03279409938253,0.947,0.436,1.33519516586363e-184,"1","S100A11"
7.40315338752692e-187,1.35945351485014,0.987,0.817,1.01526845556544e-182,"1","CYBA"
7.3278789736758e-181,2.58924779098105,0.916,0.316,1.0049453224499e-176,"1","GPX1"
4.81249448938042e-172,-3.54152626126944,0.101,0.57,6.59985494273631e-168,"1","CD3E"
1.93279341091993e-166,2.11019115679273,0.92,0.421,2.6506328837356e-162,"1","PSAP"
5.84107271430951e-153,-4.05707634933156,0.053,0.437,8.01044712040406e-149,"1","CD7"
5.34795301759457e-144,-4.40041548812506,0.036,0.38,7.33418276832919e-140,"1","CD2"
3.45284595652252e-137,2.49601018814762,0.873,0.319,4.73523294477498e-133,"1","NPC2"
1.60378242157637e-124,0.81092902182555,0.939,0.479,2.19942721294984e-120,"1","HLA-DRA"
3.88493809158722e-122,3.09741799448229,0.783,0.11,5.32780409880272e-118,"1","CFD"
6.53544205619594e-122,-3.22358760359061,0.061,0.427,8.96270523586711e-118,"1","LCK"
2.23973200764937e-120,2.08928908006896,0.869,0.408,3.07156847529034e-116,"1","GABARAP"
1.84159502558893e-111,-4.21987877978071,0.025,0.299,2.52556341809266e-107,"1","RHOH"
1.01752198376666e-110,-4.28063344483332,0.036,0.319,1.39542964853759e-106,"1","CD247"
5.63743943875032e-110,3.5545932720305,0.751,0.132,7.73118444630218e-106,"1","GRN"
3.16344746936025e-109,-3.22691196374763,0.116,0.466,4.33835185948065e-105,"1","IL7R"
8.07428942225257e-108,-1.21653634528114,0.985,0.995,1.10730805136772e-103,"1","RPS27"
8.29078585055835e-108,-2.54361276046408,0.255,0.677,1.13699837154557e-103,"1","CXCR4"
1.38313911115393e-107,-2.62585484257072,0.154,0.568,1.8968369770365e-103,"1","AES"
7.04207763192856e-106,-2.62624126250481,0.141,0.55,9.65750526442683e-102,"1","IFITM1"
1.43057753518198e-105,-1.69547720591926,0.903,0.989,1.96189403174857e-101,"1","RPS27A"
6.8057290249801e-105,2.07255614839948,0.846,0.353,9.33337678485771e-101,"1","RAC1"
2.22321972780842e-103,-3.15492540703509,0.084,0.421,3.04892353471647e-99,"1","CD69"
5.22614231302188e-103,-4.44716487956814,0.019,0.264,7.1671315680782e-99,"1","LAT"
1.31879884315733e-101,2.14178092292907,0.842,0.399,1.80860073350596e-97,"1","TSPO"
5.01836682867091e-101,5.85376182612395,0.669,0.029,6.88218826883928e-97,"1","CD14"
7.87336854606168e-101,-3.99422588364338,0.063,0.352,1.0797537624069e-96,"1","CTSW"
2.67197670368607e-100,2.06182326383771,0.804,0.278,3.66434885143507e-96,"1","PYCARD"
4.00448392267351e-100,2.91116349220871,0.751,0.2,5.49174925155445e-96,"1","AP1S2"
1.27388272903166e-99,-1.18116819238246,0.987,0.994,1.74700277459402e-95,"1","RPL21"
7.74265259597941e-99,-4.03481041848483,0.03,0.286,1.06182737701262e-94,"1","CD27"
9.20357256502118e-99,5.28538972086594,0.688,0.043,1.26217794156701e-94,"1","MS4A6A"
3.63074389064254e-98,-2.34873171451367,0.2,0.606,4.97920217162718e-94,"1","EVL"
8.10466131631086e-98,1.30461611146145,0.966,0.826,1.11147325291887e-93,"1","GAPDH"
1.51190141034374e-97,-2.58382947167533,0.143,0.532,2.0734215941454e-93,"1","ISG20"
1.69995269592033e-97,-4.02215160483029,0.034,0.291,2.33131512718514e-93,"1","GZMM"
7.70623145191215e-97,-0.967615892018074,0.996,0.996,1.05683258131523e-92,"1","RPL3"
3.41013702141287e-95,0.570674689566256,1,0.992,4.67666191116561e-91,"1","TMSB10"
1.46844707966556e-94,2.90700581390406,0.709,0.116,2.01382832505335e-90,"1","CD68"
1.76776674721756e-94,-1.13643769780809,0.981,0.994,2.42431531713416e-90,"1","RPL23A"
4.25778410811913e-94,1.46799930954615,0.911,0.581,5.83912512587458e-90,"1","NEAT1"
1.4366072916863e-93,-2.56009697400208,0.139,0.507,1.97016323981859e-89,"1","IL2RG"
3.34426327646466e-90,2.26635872556265,0.768,0.262,4.58632265734364e-86,"1","TKT"
5.04837065516984e-90,3.07127332024585,0.705,0.147,6.92333551649991e-86,"1","LGALS3"
5.94404527833844e-89,2.46795967810174,0.713,0.145,8.15166369471334e-85,"1","SERPINA1"
7.32693026670476e-87,3.20271801318984,0.681,0.125,1.00481521677589e-82,"1","CEBPD"
7.62266946532392e-87,0.89745842087656,0.97,0.834,1.04537289047452e-82,"1","SH3BGRL3"
3.14241728206017e-86,-1.54802907206922,0.848,0.983,4.30951106061732e-82,"1","RPSA"
2.0669253628055e-84,-3.09412441943039,0.074,0.373,2.83458144255147e-80,"1","STK17A"
1.36581989305341e-83,-0.856038314839071,0.998,0.996,1.87308540133345e-79,"1","RPS6"
5.7480769237281e-83,-0.722264233708415,1,0.999,7.88291269320072e-79,"1","RPL13A"
3.50334040458828e-81,-1.35594748654047,0.924,0.989,4.80448103085236e-77,"1","RPL9"
1.85360463898119e-80,-3.0358395398432,0.07,0.355,2.54203340189881e-76,"1","ACAP1"
1.47573700921368e-79,-1.34567340157883,0.937,0.99,2.02382573443564e-75,"1","RPS3A"
2.05011168551819e-79,-4.85929927975986,0.034,0.232,2.81152316551964e-75,"1","CST7"
2.98704868912029e-79,-4.90862338847386,0.013,0.201,4.09643857225957e-75,"1","AQP3"
1.57697545760154e-78,-0.757079971461588,0.998,1,2.16266414255475e-74,"1","B2M"
5.54224900621675e-77,-3.51308036488696,0.032,0.26,7.60064028712566e-73,"1","CD3G"
5.6733933268828e-77,1.8941417431494,0.747,0.29,7.78049160848707e-73,"1","TALDO1"
8.83423037238083e-77,-0.858561770618412,0.996,0.996,1.21152635326831e-72,"1","RPS3"
1.83440541623478e-75,1.1753337735302,0.876,0.539,2.51570358782438e-71,"1","SRGN"
3.48870547470938e-75,3.08585046426536,0.648,0.143,4.78441068801644e-71,"1","FCGRT"
4.8485618628606e-75,-4.35930293843303,0.015,0.202,6.64931773872703e-71,"1","PRKCQ-AS1"
5.95044046513435e-75,2.88869180935699,0.633,0.115,8.16043405388524e-71,"1","CFP"
9.10888109381207e-75,-5.09909440228822,0.006,0.175,1.24919195320539e-70,"1","SIT1"
3.2074937670519e-74,-1.8293745094614,0.426,0.73,4.39875695213497e-70,"1","LDHB"
